nombreEmpresa;fechaInicioEmpresa;fechaFinEmpresa;nombreEmpleado;nombreCliente;nombreServicio;tarifaBaseServicio;tipoServicio;estadoOrden;codSeguimientoOrden;fechaInicioOrden;fechaFinOrden
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Kennedi Fulke;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2260;05/04/2024;15/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Kenny Isham;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2261;24/02/2024;05/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Kenny Isham;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2262;24/01/2024;03/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Kenny Isham;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2263;29/02/2024;10/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Kenny Isham;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2264;29/03/2024;08/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Keon Foss;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2265;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Keon Foss;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2266;08/04/2024;18/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Keon Foss;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2267;02/05/2024;12/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Keon Foss;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2268;31/12/2023;10/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Keon Foss;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2269;17/03/2024;27/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Keon Foss;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2270;07/02/2024;17/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Keon Foss;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2271;24/04/2024;04/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Keon Foss;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG2272;02/06/2024;12/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Keon Foss;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2273;04/01/2024;14/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Keon Foss;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2274;14/01/2024;24/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Keon Foss;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG2275;09/02/2024;19/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Keon Foss;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2276;26/04/2024;06/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Keon Foss;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2277;01/06/2024;11/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Keon Foss;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2278;01/03/2024;11/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Keon Foss;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2279;24/04/2024;04/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Keon Foss;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2280;12/01/2024;22/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Keon Foss;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2281;15/01/2024;25/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Keshawn Bernard;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2282;11/01/2024;21/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Kevin Ashford;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2283;15/03/2024;25/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Kevin Ashford;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2284;03/04/2024;13/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Keyon Athill;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2285;07/01/2024;17/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Keyon Athill;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2286;22/02/2024;03/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Kian Clark;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2287;12/03/2024;22/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kian Clark;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2288;03/03/2024;13/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kiara Hyde;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2289;01/02/2024;11/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kiara Hyde;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2290;12/05/2024;22/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kiara Hyde;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2291;10/01/2024;20/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kiara Hyde;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2292;27/03/2024;06/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kiara Hyde;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG2293;18/04/2024;28/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kiara Hyde;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2294;17/02/2024;27/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kiara Hyde;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2295;04/05/2024;14/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kiara Hyde;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG2296;12/06/2024;22/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kiara Hyde;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG2297;24/01/2024;03/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kiara Hyde;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2298;19/02/2024;29/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kiara Hyde;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2299;11/03/2024;21/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kiara Hyde;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2300;11/06/2024;21/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kiara Hyde;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2301;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Kiara Trelawney;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2302;19/01/2024;29/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Kiera Scroggs;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2303;30/12/2023;09/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Kiersten Bravo;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2304;10/06/2024;20/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Kiersten Rowle;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2305;09/05/2024;19/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Kiersten Rowle;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2306;07/06/2024;17/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Kiersten Rowle;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2307;30/12/2023;09/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Kiersten Rowle;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2308;12/06/2024;22/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Kiley Stewart;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2309;10/03/2024;20/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Kiley Stewart;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2310;12/03/2024;22/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Kiley Stewart;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2311;15/03/2024;25/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Kiley Stewart;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2312;13/04/2024;23/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Killian Surtees;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG2313;03/02/2024;13/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Killian Surtees;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2314;05/05/2024;15/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Killian Surtees;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2315;08/02/2024;18/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Killian Surtees;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2316;08/03/2024;18/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Kimberly Gallo;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2317;24/03/2024;03/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Kingston Dalton;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG2318;12/02/2024;22/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Kingston Dalton;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2319;29/03/2024;08/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Kingston Maldonado;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2320;20/04/2024;30/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Kingston Randolph;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2321;06/04/2024;16/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kingston Randolph;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2322;28/03/2024;07/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Kirsten Navarrete;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG2323;22/03/2024;01/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Kobe Quinn;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2324;28/01/2024;07/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Koby Stanwood;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2325;04/05/2024;14/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Kody Pickersgill;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2326;07/03/2024;17/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kolby Harris;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2327;09/01/2024;19/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kolby Harris;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2328;26/03/2024;05/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kolby Harris;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2329;19/04/2024;29/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kolby Harris;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2330;04/03/2024;14/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kolby Harris;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2331;11/06/2024;21/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kolby Harris;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2332;25/01/2024;04/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kolby Harris;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2333;11/04/2024;21/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kolby Harris;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2334;20/05/2024;30/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kolby Harris;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG2335;22/12/2023;01/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kolby Harris;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2336;01/01/2024;11/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kolby Harris;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2337;27/01/2024;06/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kolby Harris;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2338;13/04/2024;23/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kolby Harris;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG2339;19/05/2024;29/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kolby Harris;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG2340;15/01/2024;25/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kolby Harris;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2341;11/04/2024;21/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kolby Harris;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG2342;04/05/2024;14/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kolby Harris;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2343;30/12/2023;09/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kolby Harris;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2344;03/02/2024;13/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kolby Harris;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2345;01/03/2024;11/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kolby Harris;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG2346;28/03/2024;07/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2347;22/12/2023;01/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2348;04/01/2024;14/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2349;18/01/2024;28/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2350;31/01/2024;10/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2351;14/02/2024;24/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2352;12/03/2024;22/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2353;08/04/2024;18/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2354;24/04/2024;04/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2355;05/05/2024;15/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2356;21/05/2024;31/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kolby Harris;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2357;01/06/2024;11/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Kolby Harris;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG2358;27/02/2024;08/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Kole San Mart’n;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG2359;25/04/2024;05/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kole San Mart’n;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2360;06/01/2024;16/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kole San Mart’n;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2361;23/03/2024;02/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Kole San Mart’n;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2362;16/04/2024;26/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kole San Mart’n;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2363;01/03/2024;11/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Kole San Mart’n;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2364;08/06/2024;18/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kole San Mart’n;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2365;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kole San Mart’n;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG2366;08/04/2024;18/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Kole San Mart’n;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2367;17/05/2024;27/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kole San Mart’n;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2368;29/12/2023;08/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kole San Mart’n;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2369;24/01/2024;03/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kole San Mart’n;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2370;10/04/2024;20/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kole San Mart’n;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2371;16/05/2024;26/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Kole San Mart’n;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2372;14/06/2024;24/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kole San Mart’n;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG2373;08/04/2024;18/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kole San Mart’n;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG2374;01/05/2024;11/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Kole San Mart’n;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2375;14/05/2024;24/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kole San Mart’n;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG2376;27/12/2023;06/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kole San Mart’n;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2377;31/01/2024;10/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kole San Mart’n;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG2378;27/02/2024;08/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Kole San Mart’n;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2379;25/03/2024;04/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG2380;01/01/2024;11/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG2381;15/01/2024;25/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG2382;28/01/2024;07/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG2383;11/02/2024;21/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG2384;09/03/2024;19/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG2385;05/04/2024;15/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2386;21/04/2024;01/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG2387;02/05/2024;12/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG2388;18/05/2024;28/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2389;29/05/2024;08/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Kole San Mart’n;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2390;14/06/2024;24/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Kole San Mart’n;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG2391;24/02/2024;05/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Konner Armitage;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG2392;02/04/2024;12/04/2024
